-,-,-
-303, -109, 640
-380, -31, 569
-216, -88, 1033
-95, -92, 1305
-151, -42, 1109
-302, 3, 1003
-271, -145, 1275
-307, -97, 1510
-317, -10, 1407
-317, -10, 1407
-375, -84, 1303
-395, -146, 1192
-386, -156, 1156
-190, -196, 1190
-182, -150, 920
-250, -79, 924
-104, -79, 927
-114, -66, 953
-380, -50, 410
-163, 84, 691
-163, 84, 691
-7, 54, 451
-8, -48, 363
46, -36, 346
146, -46, 312
146, -46, 312
59, -81, 432
-101, -180, 722
-200, -203, 948
-307, -137, 1131
-371, -135, 1289
-470, -119, 1355
-409, -303, 1761
-247, -201, 1741
-276, -283, 1623
-198, -375, 1795
-14, -130, 1189
-38, -199, 1340
-7, -101, 1441
-7, -101, 1441
0, -73, 1211
-22, -83, 1211
-19, -84, 1231
24, -67, 1133
41, -29, 940
41, -29, 940
81, 103, 737
128, 135, 645
150, 109, 702
140, 36, 759
140, 36, 759
104, 57, 683
135, 134, 580
127, 139, 615
127, 139, 615
37, 133, 498
142, 190, 393
197, 161, 288
260, 53, 238
260, 53, 238
150, -34, 387
-12, -58, 671
-77, -93, 930
-155, -182, 1325
-207, -192, 1444
-214, -174, 1489
-140, -184, 1406
-61, -184, 1295
-26, -197, 1182
-26, -197, 1182
322, -235, 1456
-310, -626, 1632
-,-,-
-195, -143, 805
-236, -60, 1035
-257, -72, 1195
-262, -108, 1113
-,-,-
-312, -97, 847
-183, -33, 761
-123, -78, 942
-123, -78, 942
-141, -85, 1138
-,-,-
-205, -83, 848
-205, -83, 848
-117, -62, 808
-139, -39, 1064
-273, -53, 1195
-,-,-
-241, -132, 974
-161, -61, 712
-170, -15, 1022
-200, 46, 1211
-200, 46, 1211
-280, -56, 1131
-262, -67, 957
-,-,-
-161, 25, 818
-181, -8, 815
-181, -8, 815
-273, 9, 1094
-297, -34, 1194
-,-,-
-160, 27, 910
-160, 27, 910
-211, -42, 703
-247, -36, 1029
-263, -62, 1228
-,-,-
-304, -111, 1288
-141, 15, 810
-222, -21, 696
-248, -24, 1109
-282, -35, 1253
-270, -40, 1048
-,-,-
-264, 107, 967
-161, -28, 647
-283, -53, 909
-303, -26, 1303
-303, -26, 1303
-,-,-
-306, -53, 1038
-45, 54, 745
-276, -5, 1041
-312, -8, 1263
-286, -49, 1103
-,-,-
-295, -67, 1152
